queryid,geneid,C_RawCounts,T_RawCounts,C_Meantpm,T_Meantpm,Regulation,RealFC,PPDE,identity,evalue,bitscore,bitscore2,querylength,Alignment_vs_Q_SeqLength,subjectid,ID,subjectlength,Alignment_vs_S_SeqLength,subjectdescription,GO,PFAM,Panther,KEGG,KEGGec,KO,KOGAnnotation,taxon1,taxon2,taxon3,taxon4,taxon5,taxon6,Taxonomy,subjectid_2,taxon6_2,bitscore_2,bitscore2_2,keywords_2,subjectdescription_2,GO_2,PFAM_2,Panther_2,KEGG_2,KEGGec_2,KO_2,KOGAnnotation_2
Salix_HiSeq_c602178_g4_i4|m.1,Salix_HiSeq_c602178_g4_i4,10,78,0.26,0.99,Treatment,7.90,0.98,100,0.00E+00,769,100,376,99.73,sp|Q3Z397|EFEO_SHISS,Q3Z397,375,100.00,Iron uptake system component EfeO,GO:0042597,PF13473,0,ssn:SSON_1037,0,K07224,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|Q3Z397|EFEO_SHISS;tr|G0F9C7|G0F9C7_ECOLX;gi|446076543|ref|WP_000154398.1|,Shigella;Escherichia coli;Unknown,769;769;769,100;100;100,"[('component', 2), ('system', 2), ('EfeO', 2), ('uptake', 2), ('iron', 1)]",Iron uptake system component EfeO;Imelysin family protein;MULTISPECIES: iron uptake system component EfeO [Proteobacteria],GO:0042597;0,PF13473;PF13473,0,ssn:SSON_1037;0,0,K07224;0,0
Salix_HiSeq_c418742_g1_i2|m.1,Salix_HiSeq_c418742_g1_i2,6,69,0.15,0.91,Treatment,11.71,1.00,100,0.00E+00,995,100,476,99.79,tr|G0FBJ5|G0FBJ5_ECOLX,G0FBJ5,475,100.00,Iron-sulfur cluster binding protein,GO:0051536;GO:0019516,PF02589;PF11870;PF13183,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|G0FBJ5|G0FBJ5_ECOLX;sp|P77536|YKGF_ECOLI;gi|445946072|ref|WP_000023927.1|,Escherichia coli;Escherichia coli;Unknown,995;995;995,100;100;100,"[('electron', 2), ('transport', 2), ('Iron-sulfur', 1), ('chain', 1), ('family', 1)]",Iron-sulfur cluster binding protein;Uncharacterized electron transport protein YkgF;MULTISPECIES: ferredoxin-like LutB family protein;electron transport chain YkgEFG component [Proteobacteria],GO:0051536;GO:0019516;GO:0051539;GO:0046872,PF02589;PF11870;PF13183;PF02589,0,ecj:JW0300;eco:b0307,0,K18929,0
Salix_HiSeq_c600532_g1_i4|m.10,Salix_HiSeq_c600532_g1_i4,2,42,0.01,0.28,Treatment,38.08,1.00,100,3.00E-78,233,100,115,99.13,sp|Q3Z5K1|ERPA_SHISS,Q3Z5K1,114,100.00,Iron-sulfur cluster insertion protein ErpA,GO:0005506;GO:0051536;GO:0005198;GO:0016226,PF01521,0,ssn:SSON_0168,0,K15724,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|Q3Z5K1|ERPA_SHISS;tr|I6C528|I6C528_SHIFL;gi|325496089|gb|EGC93948.1|,Shigella;Shigella;Escherichia fergusonii ECD227,233;233;233,100;100;100,"[('ErpA', 3), ('cluster', 3), ('insertion', 3), ('Iron-sulfur', 2), ('ECD227]', 1)]",Iron-sulfur cluster insertion protein ErpA;Iron-sulfur cluster insertion protein ErpA;iron-sulfur cluster insertion protein ErpA [Escherichia fergusonii ECD227],GO:0005506;GO:0051536;GO:0005198;GO:0016226;GO:0005506,PF01521;PF01521,0,ssn:SSON_0168;0,0,K15724;0,0
Salix_HiSeq_c601683_g9_i1|m.2,Salix_HiSeq_c601683_g9_i1,36,280,1.03,4.69,Treatment,8.90,0.96,100,0.00E+00,557,100,264,99.62,tr|E7T190|E7T190_SHIBO,E7T190,409,64.30,IS2 orfB,GO:0003677;GO:0004803;GO:0015074;GO:0006313,PF13276;PF01527;PF00665,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,tr|E7T190|E7T190_SHIBO;gi|687671951|emb|CDY57007.1|;sp|P51026|YI2A_ECOLX,Shigella;Escherichia coli;Escherichia coli,557;559;552,100;100;98,"[('IS2', 2), ('element', 2), ('coli]', 1), ('IS2A', 1), (""InsAB'"", 1)]",IS2 orfB;IS2 element transposase InsAB' [Escherichia coli];Insertion element IS2A uncharacterized 48.2 kDa protein,GO:0003677;GO:0004803;GO:0015074;GO:0006313;0;GO:0003677;GO:0006313,PF13276;PF01527;PF00665;0;PF13276;PF00665,0,0,0,0,0
Salix_HiSeq_c600390_g3_i9|m.2,Salix_HiSeq_c600390_g3_i9,8,60,0.17,0.75,Treatment,9.48,0.97,100,0,613,100,289,99.65,gi|313848600|emb|CBY77819.1|,313848600,390,73.85,IS3 element transposase [Escherichia coli BL21(DE3)],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli BL21(DE3),Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli BL21(DE3),gi|313848600|emb|CBY77819.1|;tr|D7XXS8|D7XXS8_ECOLX;sp|P0CF85|INSF_ECO11,Escherichia coli BL21(DE3);Escherichia coli;Escherichia coli,613;605;604,100;99;99,"[('IS3', 2), ('core', 1), ('domain', 1), ('(Fragment)', 1), ('for', 1)]",IS3 element transposase [Escherichia coli BL21(DE3)];Integrase core domain protein (Fragment);Transposase InsF for insertion sequence IS3,GO:0003676;GO:0015074;GO:0003677;GO:0006310;GO:0032196,PF13276;PF00665;PF00665,0,0,0,0,0
Salix_HiSeq_c601505_g1_i2|m.3,Salix_HiSeq_c601505_g1_i2,18,151,0.26,1.16,Treatment,9.00,0.98,100,0.00E+00,642,100,318,99.69,sp|P37595|IAAA_ECOLI,P75795,321,98.75,Isoaspartyl peptidase,GO:0004067;GO:0008798;GO:0016787;GO:0016540,PF01112,PTHR10188,ecj:JW0812;eco:b0828,0,K13051,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P37595|IAAA_ECOLI;tr|A0A090J869|A0A090J869_ECOLX;gi|446435926|ref|WP_000513781.1|,Escherichia coli;Escherichia coli;Escherichia coli,642;642;642,100;100;100,"[('Isoaspartyl', 2), ('peptidase', 2), ('coli]', 1), ('aminopeptidase', 1), ('isoaspartyl', 1)]",Isoaspartyl peptidase;Isoaspartyl aminopeptidase @ Asp-X dipeptidase;isoaspartyl peptidase [Escherichia coli],GO:0004067;GO:0008798;GO:0016787;GO:0016540,PF01112;PF01112,PTHR10188;PTHR10188,ecj:JW0812;eco:b0828;0,0,K13051;0,0
Salix_HiSeq_c598652_g1_i1|m.5,Salix_HiSeq_c598652_g1_i1,15,115,0.20,0.75,Treatment,7.22,0.97,100,6.00E-162,458,100,220,99.55,tr|D8AV35|D8AV35_ECOLX,D8AV35,219,100.00,Isochorismatase family protein,GO:0016787,PF00857;PF00857,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|D8AV35|D8AV35_ECOLX;gi|300314713|gb|EFJ64497.1|;sp|P21369|PNCA_ECOLI,Escherichia coli;Escherichia coli MS 175-1;Escherichia coli,458;458;445,100;100;97,"[('family', 2), ('Pyrazinamidase/nicotinamidase', 1), ('Isochorismatase', 1), ('isochorismatase', 1), ('175-1]', 1)]",Isochorismatase family protein;isochorismatase family protein [Escherichia coli MS 175-1];Pyrazinamidase/nicotinamidase,GO:0016787;0;GO:0008936;GO:0019363,PF00857;PF00857;0;PF00857,0,0;ecj:JW1757;eco:b1768,0,0;K08281,0
Salix_HiSeq_c602133_g1_i1|m.6,Salix_HiSeq_c602133_g1_i1,17,133,0.20,1.01,Treatment,10.44,0.97,100,1.00E-151,431,100,209,99.52,tr|G0F514|G0F514_ECOLX,G0F514,208,100.00,Isochorismatase family protein,GO:0003824,PF00857;PF00857,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|G0F514|G0F514_ECOLX;gi|446088024|ref|WP_000165879.1|;sp|P21367|YCAC_ECOLI,Escherichia coli;Unknown;Escherichia coli,431;431;431,100;100;100,"[('family', 1), ('Uncharacterized', 1), ('YcaC', 1), ('Isochorismatase', 1), ('MULTISPECIES:', 1)]",Isochorismatase family protein;MULTISPECIES: hydrolase [Proteobacteria];Uncharacterized protein YcaC,GO:0003824;0;GO:0005829;GO:0016020;GO:0016787,PF00857;PF00857;0;PF00857,0,0;ecj:JW0880;eco:b0897,0,0,0
Salix_HiSeq_c599231_g4_i1|m.5,Salix_HiSeq_c599231_g4_i1,14,109,0.29,1.25,Treatment,9.02,0.98,100,5.00E-136,385,100,189,99.47,sp|P0ADI7|YECD_ECOLI,P76287,188,100.00,Isochorismatase family protein YecD,GO:0005829;GO:0016787,PF00857,0,ecj:JW5307;eco:b1867,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P0ADI7|YECD_ECOLI;tr|G0F6Y6|G0F6Y6_ECOLX;gi|446814365|ref|WP_000891621.1|,Escherichia coli;Escherichia coli;Enterobacteriaceae,385;385;385,100;100;100,"[('family', 2), ('Isochorismatase', 2), ('MULTISPECIES:', 1), ('isochorismatase', 1), ('[Enterobacteriaceae]', 1)]",Isochorismatase family protein YecD;Isochorismatase family protein;MULTISPECIES: isochorismatase [Enterobacteriaceae],GO:0005829;GO:0016787;GO:0003824,PF00857;PF00857,0,ecj:JW5307;eco:b1867;0,0,0,0
Salix_HiSeq_c600836_g4_i7|m.12,Salix_HiSeq_c600836_g4_i7,18,154,0.18,0.83,Treatment,9.27,0.98,90.11,1.00E-47,172,91,109,83.49,gi|660514711|gb|AID81602.1|,660514711,653,13.94,isocitrate dehydrogenase [Escherichia coli Nissle 1917],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli Nissle 1917,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli Nissle 1917,gi|660514711|gb|AID81602.1|,Escherichia coli Nissle 1917,172,91,"[('isocitrate', 1), ('Nissle', 1), ('1917]', 1), ('coli', 1), ('[Escherichia', 1)]",isocitrate dehydrogenase [Escherichia coli Nissle 1917],0,0,0,0,0,0,0
Salix_HiSeq_c602169_g1_i2|m.3,Salix_HiSeq_c602169_g1_i2,5,40,0.06,0.22,Treatment,7.36,0.97,100,0,714,100,351,99.72,sp|P0AAW0|YBHH_SHIFL,P75762,350,100.00,isomerase YbhH,GO:0016853,PF04303,0,sfl:SF0890;sfx:S0937,0,K09788,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0AAW0|YBHH_SHIFL;gi|446646306|ref|WP_000723652.1|;tr|A0A0E2A379|A0A0E2A379_ECOLX,Shigella;Unknown;Escherichia coli,714;714;714,100;100;100,"[('isomerase', 2), ('PrpF', 1), ('Putative', 1), ('family', 1), ('Uncharacterized', 1)]",Putative isomerase YbhH;MULTISPECIES: PrpF family isomerase [Proteobacteria];Uncharacterized protein,GO:0016853;0,PF04303;0;PF04303,0,sfl:SF0890;sfx:S0937;0,0,K09788;0,0
Salix_HiSeq_c602169_g1_i4|m.2,Salix_HiSeq_c602169_g1_i4,8,67,0.08,0.36,Treatment,9.55,0.98,100,0.00E+00,714,100,351,99.72,sp|P0AAW0|YBHH_SHIFL,P75762,350,100.00,isomerase YbhH,GO:0016853,PF04303,0,sfl:SF0890;sfx:S0937,0,K09788,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0AAW0|YBHH_SHIFL;gi|446646306|ref|WP_000723652.1|;tr|A0A0E2A379|A0A0E2A379_ECOLX,Shigella;Unknown;Escherichia coli,714;714;714,100;100;100,"[('isomerase', 2), ('PrpF', 1), ('Putative', 1), ('family', 1), ('Uncharacterized', 1)]",Putative isomerase YbhH;MULTISPECIES: PrpF family isomerase [Proteobacteria];Uncharacterized protein,GO:0016853;0,PF04303;0;PF04303,0,sfl:SF0890;sfx:S0937;0,0,K09788;0,0
Salix_HiSeq_c602251_g9_i4|m.4,Salix_HiSeq_c602251_g9_i4,8,63,0.26,1.11,Treatment,8.91,0.98,100,1.00E-135,384,100,183,99.45,sp|Q46822|IDI_ECOLI,Q2M9V2,182,100.00,Isopentenyl-diphosphate Delta-isomerase,GO:0005737;GO:0016787;GO:0004452;GO:0046872;GO:0006974;GO:0050992;GO:0008299,PF00293,PTHR10885,ecj:JW2857;eco:b2889,0,K01823,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|Q46822|IDI_ECOLI;tr|G0F5I6|G0F5I6_ECOLX;gi|447115564|ref|WP_001192820.1|,Escherichia coli;Escherichia coli;Unknown,384;384;384,100;100;100,"[('Delta-isomerase', 3), ('Isopentenyl-diphosphate', 2), ('[Proteobacteria]', 1), ('isopentenyl-diphosphate', 1), ('MULTISPECIES:', 1)]",Isopentenyl-diphosphate Delta-isomerase;Isopentenyl-diphosphate Delta-isomerase;MULTISPECIES: isopentenyl-diphosphate Delta-isomerase [Proteobacteria],GO:0005737;GO:0016787;GO:0004452;GO:0046872;GO:0006974;GO:0050992;GO:0008299;GO:0005737,PF00293;PF00293,PTHR10885;PTHR10885,ecj:JW2857;eco:b2889;0,0,K01823;0,0
Salix_HiSeq_c602247_g3_i2|m.1,Salix_HiSeq_c602247_g3_i2,7,59,0.17,0.59,Treatment,6.32,0.98,100,0.00E+00,1066,100,537,99.81,sp|P76007|NHAP2_ECOLI,O07654,578,92.73,K(+)/H(+) antiporter NhaP2,GO:0016021;GO:0005887;GO:0005886;GO:0050660;GO:0016614;GO:0015459;GO:0015386;GO:0006884;GO:0043266,PF03471;PF00999;PF02080,PTHR32507:SF7,ecj:JW5184;eco:b1191,0,K11105,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P76007|NHAP2_ECOLI;tr|M8U0W3|M8U0W3_ECOLX;gi|693023631|ref|WP_032200832.1|,Escherichia coli;Escherichia coli;Escherichia coli,1066;1066;1066,100;100;100,"[('antiporter', 3), ('NhaP2', 3), ('K(+)/H(+)', 2), ('coli]', 1), ('[Escherichia', 1)]",K(+)/H(+) antiporter NhaP2;K(+)/H(+) antiporter NhaP2;K+/H+ antiporter NhaP2 [Escherichia coli],GO:0016021;GO:0005887;GO:0005886;GO:0050660;GO:0016614;GO:0015459;GO:0015386;GO:0006884;GO:0043266,PF03471;PF00999;PF02080;PF03471,PTHR32507:SF7;PTHR32507:SF7,ecj:JW5184;eco:b1191;0,0,K11105;0,0
Salix_HiSeq_c601483_g3_i1|m.5,Salix_HiSeq_c601483_g3_i1,8,80,0.12,0.66,Treatment,11.07,0.99,100,2.00E-151,426,100,214,99.53,sp|P0A958|ALKH_SHIFL,P10177,213,100.00,KHG/KDPG aldolase,GO:0005737;GO:0008675;GO:0008700,PF01081,0,sfl:SF1860;sfx:S1926,0,K01625,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0A958|ALKH_SHIFL;tr|I6BP95|I6BP95_SHIFL;gi|446723199|ref|WP_000800512.1|,Shigella;Shigella;Unknown,426;426;426,100;100;100,"[('KHG/KDPG', 3), ('aldolase', 3), ('[Proteobacteria]', 1), ('MULTISPECIES:', 1)]",KHG/KDPG aldolase;KHG/KDPG aldolase;MULTISPECIES: KHG/KDPG aldolase [Proteobacteria],GO:0005737;GO:0008675;GO:0008700,PF01081;PF01081,0,sfl:SF1860;sfx:S1926;0,0,K01625;0,0
Salix_HiSeq_c601483_g3_i2|m.5,Salix_HiSeq_c601483_g3_i2,8,60,0.11,0.51,Treatment,9.21,0.97,100,2.00E-151,426,100,214,99.53,sp|P0A958|ALKH_SHIFL,P10177,213,100.00,KHG/KDPG aldolase,GO:0005737;GO:0008675;GO:0008700,PF01081,0,sfl:SF1860;sfx:S1926,0,K01625,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0A958|ALKH_SHIFL;tr|I6BP95|I6BP95_SHIFL;gi|446723199|ref|WP_000800512.1|,Shigella;Shigella;Unknown,426;426;426,100;100;100,"[('KHG/KDPG', 3), ('aldolase', 3), ('[Proteobacteria]', 1), ('MULTISPECIES:', 1)]",KHG/KDPG aldolase;KHG/KDPG aldolase;MULTISPECIES: KHG/KDPG aldolase [Proteobacteria],GO:0005737;GO:0008675;GO:0008700,PF01081;PF01081,0,sfl:SF1860;sfx:S1926;0,0,K01625;0,0
Salix_HiSeq_c602238_g2_i1|m.2,Salix_HiSeq_c602238_g2_i1,16,125,0.27,1.33,Treatment,9.69,0.97,99.7,0.00E+00,700,100,338,99.70,tr|D8ATR5|D8ATR5_ECOLX,D8ATR5,337,100.00,"Kinase, PfkB family",GO:0016301;GO:0016773,PF00294;PF00294,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,tr|D8ATR5|D8ATR5_ECOLX;gi|300318051|gb|EFJ67835.1|;sp|P37647|KDGK_ECOLI,Escherichia coli;Escherichia coli MS 175-1;Escherichia coli,700;700;638,100;100;91,"[('family', 2), ('PfkB', 2), ('2-dehydro-3-deoxygluconokinase', 1), ('Kinase,', 1), ('175-1]', 1)]","Kinase, PfkB family;kinase, PfkB family [Escherichia coli MS 175-1];2-dehydro-3-deoxygluconokinase",GO:0016301;GO:0016773;0;GO:0005829;GO:0008673;GO:0005524;GO:0046835;GO:0006974;GO:0019698;GO:0042840,PF00294;PF00294;0;PF00294,0,0;ecj:JW5668;eco:b3526,0,0;K00874,0
Salix_HiSeq_c602091_g4_i1|m.2,Salix_HiSeq_c602091_g4_i1,7,49,0.29,1.10,Treatment,7.29,0.96,100,0.00E+00,511,100,247,99.60,sp|P0AA99|YAFK_ECOLI,Q47148,246,100.00,"L,D-transpeptidase YafK",GO:0016787;GO:0016757;GO:0071555;GO:0009252;GO:0008360,PF03734,0,ecj:JW0214;eco:b0224,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P0AA99|YAFK_ECOLI;gi|447148423|ref|WP_001225679.1|;tr|B7MC76|B7MC76_ECO45,Escherichia coli;Unknown;Escherichia coli,511;511;511,100;100;100,"[('Putative', 1), ('YafK', 1), ('Uncharacterized', 1), ('MULTISPECIES:', 1), ('[Proteobacteria]', 1)]","Putative L,D-transpeptidase YafK;MULTISPECIES: transpeptidase [Proteobacteria];Uncharacterized protein",GO:0016787;GO:0016757;GO:0071555;GO:0009252;GO:0008360;0;GO:0016740,PF03734;0;PF03734;PF03734,0,ecj:JW0214;eco:b0224;0;ecz:ECS88_0261,0,0,0
Salix_HiSeq_c600490_g6_i1|m.2,Salix_HiSeq_c600490_g6_i1,11,85,0.32,1.36,Treatment,8.82,0.97,100,0.00E+00,629,100,307,99.67,sp|P0AAX8|YBIS_ECOLI,P75789,306,100.00,"L,D-transpeptidase YbiS",GO:0042597;GO:0016807;GO:0071972;GO:0016755;GO:0016757;GO:0071555;GO:0043164;GO:0018104;GO:0006508;GO:0008360,PF03734,0,ecj:JW0803;eco:b0819,0,K19235,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P0AAX8|YBIS_ECOLI;tr|B7MGS7|B7MGS7_ECO45;gi|446979128|ref|WP_001056384.1|,Escherichia coli;Escherichia coli;Enterobacteriaceae,629;629;629,100;100;100,"[('YbiS', 1), ('Probable', 1), ('Uncharacterized', 1), ('MULTISPECIES:', 1), ('L,D-transpeptidase', 1)]","Probable L,D-transpeptidase YbiS;Uncharacterized protein;MULTISPECIES: transpeptidase [Enterobacteriaceae]",GO:0042597;GO:0016807;GO:0071972;GO:0016755;GO:0016757;GO:0071555;GO:0043164;GO:0018104;GO:0006508;GO:0008360;GO:0016740,PF03734;PF03734,0,ecj:JW0803;eco:b0819;ecz:ECS88_0837,0,K19235;K19235,0
Salix_HiSeq_c602254_g7_i1|m.1,Salix_HiSeq_c602254_g7_i1,11,80,0.34,1.37,Treatment,8.13,0.96,100,0.00E+00,1224,100,598,99.83,sp|P22525|YCBB_ECOLI,P75847,615,97.07,"L,D-transpeptidase YcbB",GO:0016021;GO:0016807;GO:0071972;GO:0016755;GO:0016757;GO:0044036;GO:0071555;GO:0006974;GO:0043164;GO:0009252;GO:0006508;GO:0008360,PF01471;PF03734,0,ecj:JW0908;eco:b0925,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P22525|YCBB_ECOLI;tr|A0A0E1LX99|A0A0E1LX99_ECOLX;gi|446848713|ref|WP_000925969.1|,Escherichia coli;Escherichia coli;Escherichia coli,1224;1224;1224,100;100;100,"[('L,D-transpeptidase', 2), ('coli]', 1), ('transpeptidase', 1), ('Probable', 1), ('YcbB', 1)]","Probable L,D-transpeptidase YcbB;Murein L,D-transpeptidase;transpeptidase [Escherichia coli]",GO:0016021;GO:0016807;GO:0071972;GO:0016755;GO:0016757;GO:0044036;GO:0071555;GO:0006974;GO:0043164;GO:0009252;GO:0006508;GO:0008360;GO:0016740,PF01471;PF03734;PF01471,0,ecj:JW0908;eco:b0925;0,0,0,0
Salix_HiSeq_c600427_g5_i1|m.3,Salix_HiSeq_c600427_g5_i1,15,108,0.28,1.17,Treatment,8.20,0.96,100,0.00E+00,675,100,335,99.70,sp|P76193|YNHG_ECOLI,P76900,334,100.00,"L,D-transpeptidase YnhG",GO:0042597;GO:0016807;GO:0071972;GO:0016755;GO:0016757;GO:0044036;GO:0071555;GO:0043164;GO:0009252;GO:0006508;GO:0008360,PF01476;PF03734,0,ecj:JW1668;eco:b1678,0,K19234,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P76193|YNHG_ECOLI;tr|T9DBJ6|T9DBJ6_ECOLX;gi|545283037|ref|WP_021566383.1|,Escherichia coli;Escherichia coli;Escherichia coli,675;675;675,100;100;100,"[('L,D-transpeptidase', 2), ('coli]', 1), ('transpeptidase', 1), ('Probable', 1), ('YnhG', 1)]","Probable L,D-transpeptidase YnhG;Murein L,D-transpeptidase;transpeptidase [Escherichia coli]",GO:0042597;GO:0016807;GO:0071972;GO:0016755;GO:0016757;GO:0044036;GO:0071555;GO:0043164;GO:0009252;GO:0006508;GO:0008360;GO:0016740,PF01476;PF03734;PF01476,0,ecj:JW1668;eco:b1678;0,0,K19234;0,0
Salix_HiSeq_c587375_g1_i2|m.3,Salix_HiSeq_c587375_g1_i2,19,147,0.37,1.50,Treatment,7.74,0.97,100,0,875,100,423,99.76,sp|P37339|LHGO_ECOLI,P77020,422,100.00,L-2-hydroxyglutarate oxidase LhgO,GO:0005737;GO:0005886;GO:0050660;GO:0034419;GO:0052853;GO:0052854;GO:0052852,PF01266,0,ecj:JW2635;eco:b2660,0,K15736,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P37339|LHGO_ECOLI;tr|D8B5M2|D8B5M2_ECOLX;gi|939732945|gb|AKK18525.2|,Escherichia coli;Escherichia coli;Escherichia coli K-12,875;875;877,100;100;100,"[('L-2-hydroxyglutarate', 3), ('oxidase', 3), ('LhgO', 2), ('coli', 1), ('[Escherichia', 1)]",L-2-hydroxyglutarate oxidase LhgO;L-2-hydroxyglutarate oxidase LhgO;L-2-hydroxyglutarate oxidase protein [Escherichia coli K-12],GO:0005737;GO:0005886;GO:0050660;GO:0034419;GO:0052853;GO:0052854;GO:0052852,PF01266;PF01266,0,ecj:JW2635;eco:b2660;0,0,K15736;0,0
